"Statistic Label","Month","Commodity Group","UNIT","VALUE"
"Value of Imports","1975 January","Cereals and cereal preparations (04)","Euro Thousand","6499"
"Value of Imports","1975 January","Vegetables and fruit (05)","Euro Thousand","3948"
"Value of Imports","1975 January","Sugar, sugar preparations and honey (06)","Euro Thousand","3518"
"Value of Imports","1975 January","Coffee, tea, cocoa, spices and manufactures thereof (07)","Euro Thousand","4635"
"Value of Imports","1975 January","Feeding stuffs for animals, excluding unmilled cereals (08)","Euro Thousand","1722"
"Value of Imports","1975 January","Miscellaneous edible products and preparations (09)","Euro Thousand","1324"
"Value of Imports","1975 January","Beverages and tobacco (1)","Euro Thousand","4632"
"Value of Imports","1975 January","Beverages (11)","Euro Thousand","1699"
"Value of Imports","1975 January","Tobacco and tobacco manufactures (12)","Euro Thousand","2932"
"Value of Imports","1975 January","Crude materials, inedible, except fuels (2)","Euro Thousand","8535"
"Value of Imports","1975 January","Hides, skins and furskins, raw (21)","Euro Thousand","157"
"Value of Imports","1975 January","Oilseeds and oleaginous fruit (22)","Euro Thousand","230"
"Value of Imports","1975 January","Crude rubber, including synthetic and reclaimed rubber (23)","Euro Thousand","719"
"Value of Imports","1975 January","Cork and wood (24)","Euro Thousand","2105"
"Value of Imports","1975 January","Pulp and waste paper (25)","Euro Thousand","429"
"Value of Imports","1975 January","Textile fibres, excluding wool tops, and their wastes (26)","Euro Thousand","1798"
"Value of Imports","1975 January","Crude fertilisers and minerals, excluding coal, petroleum etc. (27)","Euro Thousand","2501"
"Value of Imports","1975 January","Metalliferous ores and metal scrap (28)","Euro Thousand","56"
"Value of Imports","1975 January","Crude animal and vegetable materials, n.e.s. (29)","Euro Thousand","541"
"Value of Imports","1975 January","Mineral fuels, lubricants and related materials (3)","Euro Thousand","29214"
"Value of Imports","1975 January","Coal, coke and briquettes (32)","Euro Thousand","1780"
"Value of Imports","1975 January","Petroleum, petroleum products and related materials (33)","Euro Thousand","26920"
"Value of Imports","1975 January","Gas, natural and manufactured (34)","Euro Thousand","514"
"Value of Imports","1975 January","Electric current (35)","Euro Thousand","0"
"Value of Imports","1975 January","Animal and vegetable oils, fats and waxes (4)","Euro Thousand","875"
"Value of Imports","1975 January","Animal oils and fats (41)","Euro Thousand","197"
"Value of Imports","1975 January","Fixed vegetable oils and fats (42)","Euro Thousand","650"
"Value of Imports","1975 January","Animal and vegetable oils and fats, processed, and waxes (43)","Euro Thousand","28"
"Value of Imports","1975 January","Chemicals and related products, n.e.s. (5)","Euro Thousand","22782"
"Value of Imports","1975 January","Organic chemicals (51)","Euro Thousand",""
"Value of Imports","1975 January","Inorganic chemicals (52)","Euro Thousand",""
"Value of Imports","1975 January","Dyeing, tanning and colouring materials (53)","Euro Thousand","753"
"Value of Imports","1975 January","Medicinal and pharmaceutical products (54)","Euro Thousand","2750"
"Value of Imports","1975 January","Essential oils, perfume materials, toilet preparations etc. (55)","Euro Thousand","1704"
"Value of Imports","1975 January","Fertilisers, manufactured (56)","Euro Thousand","4951"
"Value of Imports","1975 January","Plastics in primary forms (57)","Euro Thousand","75"
"Value of Imports","1975 January","Plastics in non-primary forms (58)","Euro Thousand","4216"
"Value of Imports","1975 January","Chemical materials and products, n.e.s. (59)","Euro Thousand","1524"
"Value of Imports","1975 January","Manufactured goods classified chiefly by material (6)","Euro Thousand","34734"
"Value of Imports","1975 January","Leather, leather manufactures and dressed furskins (61)","Euro Thousand","903"
"Value of Imports","1975 January","Rubber manufactures, n.e.s. (62)","Euro Thousand","1502"
"Value of Imports","1975 January","Cork and wood manufactures, excluding furniture (63)","Euro Thousand","822"
"Value of Imports","1975 January","Paper, paperboard and articles of paper pulp, paper etc. (64)","Euro Thousand","5668"
"Value of Imports","1975 January","Textile yarn, fabrics, made-up articles and related products (65)","Euro Thousand","9517"
"Value of Imports","1975 January","Non-metallic mineral manufactures, n.e.s. (66)","Euro Thousand","2418"
"Value of Imports","1975 January","Iron and steel (67)","Euro Thousand","6218"
"Value of Imports","1975 January","Non-ferrous metals (68)","Euro Thousand","2266"
"Value of Imports","1975 January","Manufactures of metal, n.e.s. (69)","Euro Thousand","5422"
"Value of Imports","1975 January","Machinery and transport equipment (7)","Euro Thousand","40945"
"Value of Imports","1975 January","Power generating machinery and equipment (71)","Euro Thousand",""
"Value of Imports","1975 January","Machinery specialised for particular industries (72)","Euro Thousand",""
"Value of Imports","1975 January","Metalworking machinery (73)","Euro Thousand",""
"Value of Imports","1975 January","General industrial machinery and parts, n.e.s. (74)","Euro Thousand",""
"Value of Imports","1975 January","Office machines and automatic data processing equipment (75)","Euro Thousand",""
"Value of Imports","1975 January","Telecommunications and sound recording, reproducing equipment (76)","Euro Thousand",""
"Value of Imports","1975 January","Electrical machinery, appliances etc., n.e.s. (77)","Euro Thousand",""
"Value of Imports","1975 January","Road vehicles (78)","Euro Thousand",""
"Value of Imports","1975 January","Other transport equipment (79)","Euro Thousand",""
"Value of Imports","1975 January","Miscellaneous manufactured articles (8)","Euro Thousand","12633"
"Value of Imports","1975 January","Prefab buildings; plumbing and electrical fixtures and fittings (81)","Euro Thousand","757"
"Value of Imports","1975 January","Furniture and parts thereof (82)","Euro Thousand","574"
"Value of Imports","1975 January","Travel goods, handbags and similar containers (83)","Euro Thousand","210"
"Value of Imports","1975 January","Articles of apparel and clothing accessories (84)","Euro Thousand","2670"
"Value of Imports","1975 January","Footwear (85)","Euro Thousand","899"
"Value of Imports","1975 January","Professional, scientific and controlling apparatus (87)","Euro Thousand",""
"Value of Imports","1975 January","Photographic apparatus, optical goods, watches and clocks (88)","Euro Thousand",""
"Value of Imports","1975 January","Miscellaneous manufactured articles, n.e.s. (89)","Euro Thousand","5019"
"Value of Imports","1975 January","Commodities and transactions n.e.s. (9)","Euro Thousand","4495"
"Value of Imports","1975 January","Total of chemicals, manufactured goods, machinery and transport equipment, misc articles (5,6,7,8)","Euro Thousand","111094"
"Value of Imports","1975 February","Total food and live animals (0)","Euro Thousand","26814"
"Value of Imports","1975 February","Live animals except fish etc. (00)","Euro Thousand","1704"
"Value of Imports","1975 February","Meat and meat preparations (01)","Euro Thousand","306"
"Value of Imports","1975 February","Dairy products and birds eggs (02)","Euro Thousand","2693"
"Value of Imports","1975 February","Fish, crustaceans, molluscs and preparations thereof (03)","Euro Thousand","496"
"Value of Imports","1975 February","Cereals and cereal preparations (04)","Euro Thousand","4605"
"Value of Imports","1975 February","Vegetables and fruit (05)","Euro Thousand","2778"
"Value of Imports","1975 February","Sugar, sugar preparations and honey (06)","Euro Thousand","8263"
"Value of Imports","1975 February","Coffee, tea, cocoa, spices and manufactures thereof (07)","Euro Thousand","2929"
"Value of Imports","1975 February","Feeding stuffs for animals, excluding unmilled cereals (08)","Euro Thousand","1185"
"Value of Imports","1975 February","Miscellaneous edible products and preparations (09)","Euro Thousand","1854"
"Value of Imports","1975 February","Beverages and tobacco (1)","Euro Thousand","3031"
"Value of Imports","1975 February","Beverages (11)","Euro Thousand","1086"
"Value of Imports","1975 February","Tobacco and tobacco manufactures (12)","Euro Thousand","1947"
"Value of Imports","1975 February","Crude materials, inedible, except fuels (2)","Euro Thousand","6947"
"Value of Imports","1975 February","Hides, skins and furskins, raw (21)","Euro Thousand","168"
"Value of Imports","1975 February","Oilseeds and oleaginous fruit (22)","Euro Thousand","39"
"Value of Imports","1975 February","Crude rubber, including synthetic and reclaimed rubber (23)","Euro Thousand","413"
"Value of Imports","1975 February","Cork and wood (24)","Euro Thousand","2432"
"Value of Imports","1975 February","Pulp and waste paper (25)","Euro Thousand","119"
"Value of Imports","1975 February","Textile fibres, excluding wool tops, and their wastes (26)","Euro Thousand","2235"
"Value of Imports","1975 February","Crude fertilisers and minerals, excluding coal, petroleum etc. (27)","Euro Thousand","772"
"Value of Imports","1975 February","Metalliferous ores and metal scrap (28)","Euro Thousand","145"
"Value of Imports","1975 February","Crude animal and vegetable materials, n.e.s. (29)","Euro Thousand","626"
"Value of Imports","1975 February","Mineral fuels, lubricants and related materials (3)","Euro Thousand","25856"
"Value of Imports","1975 February","Coal, coke and briquettes (32)","Euro Thousand","2358"
"Value of Imports","1975 February","Petroleum, petroleum products and related materials (33)","Euro Thousand","23133"
"Value of Imports","1975 February","Gas, natural and manufactured (34)","Euro Thousand","364"
"Value of Imports","1975 February","Electric current (35)","Euro Thousand","0"
"Value of Imports","1975 February","Animal and vegetable oils, fats and waxes (4)","Euro Thousand","1463"
"Value of Imports","1975 February","Animal oils and fats (41)","Euro Thousand","141"
"Value of Imports","1975 February","Fixed vegetable oils and fats (42)","Euro Thousand","928"
"Value of Imports","1975 February","Animal and vegetable oils and fats, processed, and waxes (43)","Euro Thousand","392"
"Value of Imports","1975 February","Chemicals and related products, n.e.s. (5)","Euro Thousand","23130"
"Value of Imports","1975 February","Organic chemicals (51)","Euro Thousand",""
"Value of Imports","1975 February","Inorganic chemicals (52)","Euro Thousand",""
"Value of Imports","1975 February","Dyeing, tanning and colouring materials (53)","Euro Thousand","773"
"Value of Imports","1975 February","Medicinal and pharmaceutical products (54)","Euro Thousand","2529"
"Value of Imports","1975 February","Essential oils, perfume materials, toilet preparations etc. (55)","Euro Thousand","1747"
"Value of Imports","1975 February","Fertilisers, manufactured (56)","Euro Thousand","5692"
"Value of Imports","1975 February","Plastics in primary forms (57)","Euro Thousand","173"
"Value of Imports","1975 February","Plastics in non-primary forms (58)","Euro Thousand","4395"
"Value of Imports","1975 February","Chemical materials and products, n.e.s. (59)","Euro Thousand","2178"
"Value of Imports","1975 February","Manufactured goods classified chiefly by material (6)","Euro Thousand","32708"
